1679,Walking,1370520469556,0.2941316,-0.6356053,-0.22693644
1679,Walking,1370520469606,-0.49968776,-0.6044512,-0.22602014
1679,Walking,1370520469656,-2.1783454,0.7134906,0.37201694
1679,Walking,1370520469706,-2.7977629,1.3548992,-0.27763826
1679,Walking,1370520469756,-2.1679606,-1.3277156,-0.5549711
1679,Walking,1370520469806,-1.7348573,0.8185594,-0.16554448
1679,Walking,1370520469856,-1.4639386,0.8359691,0.4111123
1679,Walking,1370520469906,-0.9450085,1.0852021,0.39522982
1679,Walking,1370520469956,0.18203785,0.28130344,0.5342017
1679,Walking,1370520470006,0.9483683,0.07849618,0.5647449
1679,Walking,1370520470056,1.6756034,-0.8579602,0.66889745
1679,Walking,1370520470106,1.4010195,-1.3286319,0.4465425
1679,Walking,1370520470156,-1.162782,0.9315695,-0.09621128
1679,Walking,1370520470206,-0.2846632,0.19700404,-0.47158796
1679,Walking,1370520470256,-0.3200934,-1.6398678,-0.07147124
1679,Walking,1370520470306,1.3130548,-1.5134187,-0.6954701
1679,Walking,1370520470356,1.6978999,-2.1248949,-0.11911872
1679,Walking,1370520470406,1.7724255,-1.6646078,-0.43463063
1679,Walking,1370520470456,2.3289237,-2.6535985,0.1301143
1679,Walking,1370520470506,1.5464053,-1.754405,0.028099801
1679,Walking,1370520470556,1.1114693,-0.6337727,-0.5109888
1679,Walking,1370520470606,1.215011,-0.82894415,-0.6197228
1679,Walking,1370520470656,0.9126327,-0.40378192,-0.67347896
1679,Walking,1370520470706,0.21197024,-0.93187493,-0.37812558
1679,Walking,1370520470756,0.31612277,-0.44959682,-0.029932396
1679,Walking,1370520470806,0.2406809,-0.52442783,-0.23671028
1679,Walking,1370520470856,-0.9465357,-0.19975294,0.1469131
1679,Walking,1370520470906,-2.7345383,1.3381003,0.81122905
1679,Walking,1370520470956,-2.7876835,0.7360926,-0.09254608
1679,Walking,1370520471006,-2.4010057,-1.8188512,-0.1591304
1679,Walking,1370520471152,-1.9908098,0.71868294,0.15057829
1679,Walking,1370520471202,-1.566564,0.88178396,0.4642576
1679,Walking,1370520471252,-0.73548174,0.75594574,0.35888332
1679,Walking,1370520471302,0.6084218,-0.12736541,0.086132
1679,Walking,1370520471352,1.640784,-0.61178154,0.18753563
1679,Walking,1370520471402,1.2843442,-1.2644911,0.3903429
1679,Walking,1370520471452,-1.1731668,1.0100657,-0.27488935
1679,Walking,1370520471502,0.07360926,1.3720033,0.039095376
1679,Walking,1370520471552,0.08246681,-1.6951511,-0.34391713
1679,Walking,1370520471602,0.1872302,-1.3634512,-0.35216382
1679,Walking,1370520471652,1.4813483,-1.9147571,-0.15577064
1679,Walking,1370520471702,2.0045543,-2.6212227,-0.1337795
1679,Walking,1370520471752,1.8689423,-0.3643811,-0.07391469
1679,Walking,1370520471802,1.7660115,-3.3429601,-0.06658431
1679,Walking,1370520471852,0.8924741,-0.3839288,-0.40591997
1679,Walking,1370520471902,1.1114693,-1.9190332,-0.49388456
1679,Walking,1370520471952,1.0512991,-0.25900686,-0.7067711
1679,Walking,1370520472002,0.6218608,-1.0955868,-0.66156703
1679,Walking,1370520472052,0.12889257,-0.9450085,-0.19456059
1679,Walking,1370520472102,0.3643811,-0.46578476,-0.18020524
1679,Walking,1370520472152,-0.013439035,-0.4465425,-0.29046643
1679,Walking,1370520472202,-1.6276505,0.29932398,0.39064834
1679,Walking,1370520472252,-2.9098566,1.2950343,0.47800204
1679,Walking,1370520472302,-2.5708263,-0.34147367,-0.06352998
1679,Walking,1370520472352,-2.1010711,-0.70738196,-0.093462385
1679,Walking,1370520472402,-1.9688187,0.56077427,0.54641896
1679,Walking,1370520472452,-1.3625349,1.0882565,0.60903263
1679,Walking,1370520472502,-0.36132678,0.7761043,0.66767573
1679,Walking,1370520472552,0.8200866,0.16890424,0.5503896
1679,Walking,1370520472602,1.6927075,-0.86559606,0.7867944
1679,Walking,1370520472652,0.66767573,-0.6423248,0.21624629
1679,Walking,1370520472702,-1.0225884,1.6542231,-0.3036
1679,Walking,1370520472752,0.19639318,1.2999213,0.019242255
1679,Walking,1370520472802,-0.015882496,-1.4358387,-0.42760566
1679,Walking,1370520472852,0.22815818,-1.097114,-0.1704314
1679,Walking,1370520472902,1.6572775,-2.0861049,-0.35033122
1679,Walking,1370520472952,1.9871446,-2.564107,-0.32620203
1679,Walking,1370520473002,1.9025398,-0.65118235,-0.106901415
1679,Walking,1370520473054,1.9361374,-2.6578746,0.042455133
1679,Walking,1370520473115,1.01312,-0.7357872,-0.600786
1679,Walking,1370520473165,1.2592987,-0.94225967,-0.69974613
1679,Walking,1370520473215,0.893085,-0.29046643,-0.73884153
1679,Walking,1370520473266,0.013744468,-1.1963795,-0.3036
1679,Walking,1370520473316,0.2770274,-0.47311515,-0.15149458
1679,Walking,1370520473368,0.22266038,-0.41386122,-0.23976462
1679,Walking,1370520473418,-1.1007792,0.27275133,0.21991149
1679,Walking,1370520473468,-2.595872,1.2843442,0.5815437
1679,Walking,1370520473518,-2.7253752,0.8888089,-0.10995574
1679,Walking,1370520473568,-2.24157,-1.7318029,0.16371189
1679,Walking,1370520473619,-2.330451,1.8054122,0.6056729
